,row_id,engagement_score
0,89198,0.0010457394271726728
1,89199,0.0010457394271726728
2,89200,-1.3055076801265242
3,89201,0.0010457394271726728
4,89202,-0.2782847735991979
5,89203,0.0010457394271726728
6,89204,0.0010457394271726728
7,89205,-0.2782847735991979
8,89206,-0.2782847735991979
9,89207,0.0010457394271726728
10,89208,0.0010457394271726728
11,89209,0.0010457394271726728
12,89210,0.0010457394271726728
13,89211,0.0010457394271726728
14,89212,-0.8520009268051021
15,89213,-0.8520009268051021
16,89214,-1.3055076801265242
17,89215,0.0010457394271726728
18,89216,0.0010457394271726728
19,89217,-0.2782847735991979
20,89218,0.0010457394271726728
21,89219,-0.2782847735991979
22,89220,-0.2782847735991979
23,89221,-0.2782847735991979
24,89222,-0.2782847735991979
25,89223,0.0010457394271726728
26,89224,-0.6645066894130232
27,89225,0.0010457394271726728
28,89226,-0.2782847735991979
29,89227,-1.3055076801265242
30,89228,0.0010457394271726728
31,89229,-0.2782847735991979
32,89230,-0.6191096906127176
33,89231,-0.8520009268051021
34,89232,-0.2782847735991979
35,89233,-0.2782847735991979
36,89234,0.0010457394271726728
37,89235,0.0010457394271726728
38,89236,-0.2782847735991979
39,89237,0.0010457394271726728
40,89238,0.0010457394271726728
41,89239,0.0010457394271726728
42,89240,0.0010457394271726728
43,89241,-0.2782847735991979
44,89242,0.0010457394271726728
45,89243,0.0010457394271726728
46,89244,0.0010457394271726728
47,89245,-0.8520009268051021
48,89246,0.0010457394271726728
49,89247,-0.2782847735991979
50,89248,0.0010457394271726728
51,89249,-1.3055076801265242
52,89250,0.0010457394271726728
53,89251,-0.2782847735991979
54,89252,0.0010457394271726728
55,89253,-0.2782847735991979
56,89254,-0.2159797089191866
57,89255,-0.2782847735991979
58,89256,-1.3055076801265242
59,89257,-0.8520009268051021
60,89258,-0.2782847735991979
61,89259,-0.8520009268051021
62,89260,-0.2782847735991979
63,89261,-0.8520009268051021
64,89262,0.0010457394271726728
65,89263,0.0010457394271726728
66,89264,-0.2782847735991979
67,89265,-1.3055076801265242
68,89266,-0.2782847735991979
69,89267,0.0010457394271726728
70,89268,0.0010457394271726728
71,89269,-0.2782847735991979
72,89270,0.0010457394271726728
73,89271,0.0010457394271726728
74,89272,0.0010457394271726728
75,89273,0.0010457394271726728
76,89274,-0.2782847735991979
77,89275,-1.3055076801265242
78,89276,-0.2782847735991979
79,89277,-0.2782847735991979
80,89278,0.0010457394271726728
81,89279,-1.3055076801265242
82,89280,-0.2782847735991979
83,89281,0.0010457394271726728
84,89282,-0.2782847735991979
85,89283,0.0010457394271726728
86,89284,0.0010457394271726728
87,89285,-0.2782847735991979
88,89286,-0.2782847735991979
89,89287,-0.8520009268051021
90,89288,0.0010457394271726728
91,89289,0.0010457394271726728
92,89290,-1.3055076801265242
93,89291,-0.2782847735991979
94,89292,0.0010457394271726728
95,89293,0.0010457394271726728
96,89294,0.0010457394271726728
97,89295,-0.8520009268051021
98,89296,-0.2782847735991979
99,89297,0.09913568326354755
100,89298,-0.2782847735991979
101,89299,0.0010457394271726728
102,89300,0.0010457394271726728
103,89301,0.0010457394271726728
104,89302,-0.8520009268051021
105,89303,-0.2782847735991979
106,89304,0.0010457394271726728
107,89305,0.0010457394271726728
108,89306,0.0010457394271726728
109,89307,0.0010457394271726728
110,89308,-0.8520009268051021
111,89309,0.0010457394271726728
112,89310,-0.2782847735991979
113,89311,0.0010457394271726728
114,89312,0.0010457394271726728
115,89313,-0.2782847735991979
116,89314,0.0010457394271726728
117,89315,-0.8520009268051021
118,89316,-0.2782847735991979
119,89317,-0.2782847735991979
120,89318,-0.2782847735991979
121,89319,-0.2782847735991979
122,89320,-0.2159797089191866
123,89321,0.0010457394271726728
124,89322,-0.8520009268051021
125,89323,0.0010457394271726728
126,89324,-0.2782847735991979
127,89325,0.0010457394271726728
128,89326,0.0010457394271726728
129,89327,0.0010457394271726728
130,89328,-0.2782847735991979
131,89329,0.0010457394271726728
132,89330,-1.4107777615282535
133,89331,0.0010457394271726728
134,89332,0.0010457394271726728
135,89333,0.0010457394271726728
136,89334,-0.2782847735991979
137,89335,0.0010457394271726728
138,89336,-0.2782847735991979
139,89337,0.0010457394271726728
140,89338,0.0010457394271726728
141,89339,-0.2782847735991979
142,89340,-0.2782847735991979
143,89341,-0.2782847735991979
144,89342,0.0010457394271726728
145,89343,-0.2782847735991979
146,89344,-0.8520009268051021
147,89345,0.0010457394271726728
148,89346,0.0010457394271726728
149,89347,0.0010457394271726728
150,89348,-0.2782847735991979
151,89349,0.0010457394271726728
152,89350,0.0010457394271726728
153,89351,-0.2782847735991979
154,89352,0.0010457394271726728
155,89353,0.0010457394271726728
156,89354,-0.2782847735991979
157,89355,0.0010457394271726728
158,89356,0.0010457394271726728
159,89357,0.0010457394271726728
160,89358,-1.3055076801265242
161,89359,-0.8520009268051021
162,89360,-0.2782847735991979
163,89361,0.0010457394271726728
164,89362,0.0010457394271726728
165,89363,0.0010457394271726728
166,89364,0.0010457394271726728
167,89365,-0.2782847735991979
168,89366,0.0010457394271726728
169,89367,-0.2159797089191866
170,89368,0.0010457394271726728
171,89369,-0.8520009268051021
172,89370,0.0010457394271726728
173,89371,0.0010457394271726728
174,89372,0.0010457394271726728
175,89373,-0.8520009268051021
176,89374,-0.2782847735991979
177,89375,0.0010457394271726728
178,89376,0.0010457394271726728
179,89377,0.0010457394271726728
180,89378,0.0010457394271726728
181,89379,-0.2782847735991979
182,89380,0.0010457394271726728
183,89381,-0.2782847735991979
184,89382,0.0010457394271726728
185,89383,-0.2782847735991979
186,89384,0.0010457394271726728
187,89385,0.0010457394271726728
188,89386,-0.8520009268051021
189,89387,-0.2782847735991979
190,89388,0.0010457394271726728
191,89389,0.0010457394271726728
192,89390,0.0010457394271726728
193,89391,0.0010457394271726728
194,89392,-0.2782847735991979
195,89393,-1.3055076801265242
196,89394,-0.2782847735991979
197,89395,-0.2782847735991979
198,89396,0.0010457394271726728
199,89397,0.0010457394271726728
200,89398,0.09913568326354755
201,89399,-0.8520009268051021
202,89400,-0.2782847735991979
203,89401,0.0010457394271726728
204,89402,-0.2782847735991979
205,89403,0.0010457394271726728
206,89404,0.0010457394271726728
207,89405,-0.2159797089191866
208,89406,-0.2782847735991979
209,89407,-0.5127973311773075
210,89408,-0.8520009268051021
211,89409,0.0010457394271726728
212,89410,-0.8520009268051021
213,89411,0.0010457394271726728
214,89412,0.0010457394271726728
215,89413,-0.4671687150361841
216,89414,0.0010457394271726728
217,89415,-0.2782847735991979
218,89416,-0.2782847735991979
219,89417,0.0010457394271726728
220,89418,-0.2782847735991979
221,89419,0.0010457394271726728
222,89420,-0.2782847735991979
223,89421,-0.2159797089191866
224,89422,-0.2782847735991979
225,89423,-0.2782847735991979
226,89424,-0.2782847735991979
